Vnum	Name	Rank	Type	BattleType	Level	ScalePct	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistClaw	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	ResistBleeding	AttElec	AttFire	AttIce	AttWind	AttEarth	AttDark	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive
2630	2630	PAWN	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	barbarian_soldier	0	32	21	42	11	71	87	1625	10	5	0	0	1	40	108	110	50	2000	175	0	0	0	0	0	0	1	2	30	30	30	30	30	30	30	-50	0	50	0	0	0	0	50	0	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2631	2631	S_PAWN	MONSTER	RANGE	1	100		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	barbarian_bow	0	23	46	17	12	68	102	1262	10	5	0	0	1	43	60	120	50	2000	850	0	0	0	0	0	0	1	2	30	30	30	30	30	30	30	-50	0	50	0	0	0	0	50	0	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2632	2632	KNIGHT	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	barbarian_knight	0	47	24	35	12	78	95	2240	10	5	0	0	1	44	108	130	50	2000	175	0	0	0	0	0	0	3	2	30	30	30	30	30	30	30	-50	0	50	0	0	0	0	50	0	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2633	2633	KNIGHT	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	barbarian_boss	0	40	27	54	13	68	126	18810	10	5	0	0	1	49	100	100	100	2000	175	0	0	0	0	0	0	50	15	30	30	30	30	30	30	30	-50	0	50	0	0	0	0	50	0	0	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2634	2634	S_PAWN	MONSTER	MAGIC	1	100		BERSERK,STONESKIN,FALL	0	ZODIAC		0	ice_snow_monster	0	60	80	40	20	96	178	4602	10	5	0	0	1	70	80	100	100	2000	850	0	0	0	10	0	0	0	2	30	30	30	30	30	30	30	0	0	50	0	1	0	0	0	50	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2635	2635	S_PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	ZODIAC		0	ice_snow_whale	0	61	81	40	20	125	153	4730	10	5	0	0	1	71	90	100	100	2000	175	0	0	0	10	0	0	0	2	30	30	30	30	30	30	30	0	0	50	0	1	0	0	0	50	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2636	2636	S_PAWN	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	ZODIAC		0	ice_snow_ANIMAL	0	61	81	41	20	98	183	4861	10	5	0	0	1	72	100	100	100	2000	175	0	0	0	15	0	0	0	2	30	30	30	30	30	30	30	0	0	50	0	1	0	0	0	50	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2637	2637	KNIGHT	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	ZODIAC		0	ice_snow_dog	0	62	82	41	20	98	183	6482	10	5	0	0	1	72	100	100	100	2000	175	0	0	0	15	0	0	0	2	30	30	30	30	30	30	30	0	0	50	0	1	0	0	0	50	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2638	2638	KNIGHT	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	ZODIAC		0	ice_snow_man	0	83	41	62	21	128	157	6660	10	5	0	0	1	73	80	100	100	2000	175	0	0	0	20	0	0	0	2	30	30	30	30	30	30	30	0	0	50	0	1	0	0	0	50	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2639	2639	KNIGHT	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	ZODIAC		0	ice_snow_giant_man	0	84	63	42	21	101	188	6839	10	5	0	0	1	75	70	100	100	2000	175	0	0	0	20	0	0	0	2	30	30	30	30	30	30	30	0	0	50	0	1	0	0	0	50	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2640	2640	S_KNIGHT	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	ZODIAC		0	ice_snow_golem	0	99	97	42	21	101	188	10686	10	5	0	0	1	75	60	100	100	2000	175	0	0	0	20	0	0	0	2	30	30	30	30	30	30	30	0	0	50	0	1	0	0	0	50	0	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2641	2641	S_PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	DESERT,ZODIAC		0	fennec_fox	0	18	24	12	6	45	55	784	10	5	0	0	1	24	100	200	0	2000	175	0	0	0	0	0	0	0	5	30	30	30	30	30	30	30	-50	0	50	0	10	0	0	50	0	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2642	2642	S_PAWN	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	DESERT,ZODIAC		0	giant_scorpion	0	41	51	30	13	65	120	2025	10	5	0	0	1	45	100	80	100	2000	175	0	0	0	0	0	0	0	5	30	30	30	30	30	30	30	-50	0	50	0	0	0	0	50	0	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2643	2643	KNIGHT	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	ANIMAL,ZODIAC		0	snakeman_sword	0	82	62	41	21	137	206	6714	10	5	0	0	1	86	110	120	100	2000	150	0	0	0	0	5	1	5	0	30	30	30	30	30	30	30	0	-50	50	0	10	0	50	0	0	0	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2644	2644	KNIGHT	MONSTER	RANGE	1	110		BERSERK,STONESKIN,FALL	0	ANIMAL,ZODIAC		0	snakeman_bow	0	84	63	42	21	159	195	7149	10	5	0	0	1	89	110	120	100	2000	850	0	0	0	0	3	0	5	0	30	30	30	30	30	30	30	0	-50	50	0	10	0	50	0	0	0	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2645	2645	S_KNIGHT	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	ANIMAL,ZODIAC		0	outlaw	0	87	65	43	22	164	201	7602	10	5	0	0	1	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	30	30	30	30	30	30	30	0	-50	50	0	10	0	50	0	0	0	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2646	2646	PAWN	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	thief1	0	36	18	27	9	62	75	981	10	5	0	0	1	31	100	110	50	2000	175	0	0	0	0	0	0	0	0	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2647	2647	PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	thief2	0	37	19	28	9	70	100	1027	10	5	0	0	1	32	80	150	50	2000	175	0	0	0	0	0	0	1	0	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2648	2648	PAWN	MONSTER	RANGE	1	100		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	thief3	0	30	39	10	10	67	82	818	10	5	0	0	1	34	60	150	50	2000	850	0	0	0	0	0	0	5	0	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2649	2649	S_KNIGHT	MONSTER	TANKER	1	100		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	maenghwan	0	42	21	32	11	75	110	3201	10	5	0	0	1	38	100	130	100	2000	175	0	0	0	0	0	0	5	20	30	30	30	30	30	30	30	0	-50	50	0	0	0	50	0	0	0	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2650	2650	S_KNIGHT	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	bou	0	48	24	36	12	62	115	3911	10	5	0	0	1	43	100	130	100	2000	175	0	0	0	0	0	0	5	20	30	30	30	30	30	30	30	0	-50	50	0	0	0	50	0	0	0	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2651	2651	S_KNIGHT	MONSTER	POWER	1	90		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	gupae	0	51	25	38	13	65	120	4219	10	5	0	0	1	45	100	130	100	2000	175	0	0	0	0	0	0	5	20	30	30	30	30	30	30	30	0	-50	50	0	0	0	50	0	0	0	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2652	2652	S_KNIGHT	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	chuhen	0	57	43	29	14	72	133	5220	10	5	0	0	1	52	100	150	100	2000	300	0	0	0	0	0	0	5	30	30	30	30	30	30	30	30	0	-50	50	0	0	0	50	0	0	0	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2653	2653	KNIGHT	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	DESERT,ZODIAC		0	scorpionman_sword	0	50	28	37	14	91	111	3228	10	5	0	0	1	51	110	120	100	2000	175	0	0	0	0	5	0	0	5	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	0	50	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2654	2654	KNIGHT	MONSTER	RANGE	1	90		BERSERK,STONESKIN,FALL	0	DESERT,ZODIAC		0	scorpionman_bow	0	59	30	22	15	95	116	2598	10	5	0	0	1	54	60	70	100	2000	850	0	0	0	0	5	0	5	5	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	0	50	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2655	2655	S_PAWN	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	DESERT,ZODIAC		0	evil_eye	0	52	24	36	12	62	115	1877	10	5	0	0	1	43	100	100	100	2000	175	0	0	0	0	0	3	0	5	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	0	50	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2656	2656	S_PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	ZODIAC		0	greenfrog_soldier	0	80	60	40	18	89	166	3990	10	5	0	0	1	65	100	110	100	2000	175	0	0	0	0	0	0	5	5	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	50	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2657	2657	S_KNIGHT	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	ZODIAC		0	greenfrog_general	0	75	58	40	19	92	170	8811	10	5	0	0	1	67	100	100	100	2000	175	0	0	0	0	0	0	10	5	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	50	0	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2658	2658	S_PAWN	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	ZODIAC		0	goblin_leafhead	0	96	60	50	19	116	142	4108	10	5	0	0	1	66	70	100	100	2000	175	0	0	0	0	0	0	0	5	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	50	0	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2659	2659	S_PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	ZODIAC		0	mutant_1	0	84	42	63	21	137	167	72346	10	5	0	0	1	81	155	130	100	2000	250	0	0	0	0	0	0	15	20	30	30	30	30	30	30	30	0	-50	50	0	0	0	50	0	0	0	0	0	3.0	0	5	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2660	2660	KNIGHT	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	ZODIAC		0	mutant_2	0	91	46	66	23	116	216	108134	10	5	0	0	1	83	155	130	100	2000	250	0	0	0	0	0	0	15	20	30	30	30	30	30	30	30	0	-50	50	0	0	0	50	0	0	0	0	0	3.0	0	10	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2661	2661	S_KNIGHT	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	ZODIAC		0	mutant_3	0	94	55	65	10	122	226	178080	10	5	0	0	1	90	155	130	100	2000	250	0	0	0	0	0	0	15	20	30	30	30	30	30	30	30	0	-50	50	0	0	0	50	0	0	0	0	0	4.0	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2662	2662	PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	MILGYO,ZODIAC		0	milgyo_religionist	0	46	35	23	12	76	93	1447	10	5	0	0	1	41	100	120	70	2000	175	0	0	0	0	0	0	0	1	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2663	2663	S_PAWN	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	MILGYO,ZODIAC		0	milgyo_nahan1	0	50	37	25	12	72	108	1950	10	5	0	0	1	44	100	120	70	2000	175	0	0	0	0	0	0	0	1	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2664	2664	S_PAWN	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	MILGYO,ZODIAC		0	milgyo_nahan2	0	53	40	27	13	100	115	2178	10	5	0	0	1	47	100	100	70	2000	175	0	0	0	0	0	0	5	1	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2665	2665	KNIGHT	MONSTER	TANKER	1	110		BERSERK,STONESKIN,FALL	0	MILGYO,ZODIAC		0	milgyo_nahan_general	0	50	42	30	14	81	121	3228	10	5	0	0	1	51	100	120	70	2000	175	0	0	0	0	0	0	0	1	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2666	2666	S_PAWN	MONSTER	POWER	1	90		BERSERK,STONESKIN,FALL	0	MILGYO,ZODIAC		0	milgyo_executor	0	61	31	46	15	76	141	2769	10	5	0	0	1	55	100	120	70	2000	175	0	0	0	0	0	0	0	1	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2667	2667	S_KNIGHT	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	MILGYO,ZODIAC		0	milgyo_monster1	0	62	47	31	16	99	121	5959	10	5	0	0	1	56	100	100	70	2000	175	0	0	0	0	0	0	0	1	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2668	2668	S_KNIGHT	MONSTER	MAGIC	1	110		BERSERK,STONESKIN,FALL	0	MILGYO,ZODIAC		0	milgyo_monster2	0	65	48	32	16	103	125	6353	10	5	0	0	1	58	100	100	70	2000	200	0	0	0	0	0	0	0	1	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2669	2669	PAWN	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	ORC,ZODIAC		0	orc_soldier	0	32	21	42	11	44	66	1390	10	5	0	0	1	40	120	150	100	2000	175	0	0	0	0	0	1	0	1	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2670	2670	S_PAWN	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	ORC,ZODIAC		0	orc_scouter	0	28	22	45	11	80	120	1806	10	5	0	0	1	42	100	150	100	2000	175	0	0	0	0	0	1	0	1	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2671	2671	S_PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	ORC,ZODIAC		0	orc_knight	0	25	48	43	12	80	97	2025	10	5	0	0	1	45	100	100	100	2000	175	0	0	0	0	0	1	5	0	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2672	2672	KNIGHT	MONSTER	MAGIC	1	90		BERSERK,STONESKIN,FALL	0	ORC,ZODIAC		0	orc_magician	0	37	25	50	12	81	99	2800	10	5	0	0	1	46	100	100	100	2000	200	0	0	0	0	0	1	0	1	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2673	2673	KNIGHT	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	ORC,ZODIAC		0	orc_general	0	40	53	27	13	86	106	3228	10	5	0	0	1	51	100	100	100	2000	175	0	0	0	0	0	1	0	1	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2674	2674	S_KNIGHT	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	ORC,ZODIAC		0	orc_black	0	20	28	75	14	54	99	5401	10	5	0	0	1	53	100	100	100	2000	175	0	0	0	0	0	1	0	1	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2675	2675	S_KNIGHT	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	ORC,ZODIAC		0	orc_bigblack	0	45	30	60	15	75	138	5959	10	5	0	0	1	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	2.0	0	0	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2676	2676	PAWN	MONSTER	RANGE	1	100		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	redthief_bow	0	89	119	59	29	180	220	7084	10	5	0	0	1	95	110	110	100	2000	850	0	0	0	0	0	0	0	10	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	5	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2677	2677	S_PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	redthief_soldier2	0	120	90	60	30	182	222	14388	10	5	0	0	1	115	110	110	100	2000	100	0	0	0	0	5	0	0	12	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	10	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2678	2678	S_PAWN	MONSTER	MAGIC	1	90		BERSERK,STONESKIN,FALL	0	HUMAN,ZODIAC		0	redthief_magic	0	91	121	60	30	183	224	14605	10	5	0	0	1	116	110	110	100	2000	850	0	0	0	0	3	0	3	15	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2679	2679	KNIGHT	MONSTER	MELEE	1	100		BERSERK,STONESKIN,DEATHBLOW	0	HUMAN,ZODIAC		0	redthief_officer	0	122	92	61	30	164	247	37064	10	5	0	0	1	137	110	110	100	2000	100	0	0	0	0	0	10	10	16	30	30	30	30	30	30	30	0	0	50	-50	0	0	0	0	0	50	0	0	1.0	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2680	2680	PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	DEVIL,ZODIAC		0	crustacean_soldier	0	120	90	60	30	182	222	7194	10	5	0	0	1	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	50	0	0	0	1.0	0	5	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2681	2681	S_PAWN	MONSTER	RANGE	1	90		BERSERK,STONESKIN,FALL	0	DEVIL,ZODIAC		0	crustacean_bow	0	121	91	60	30	183	224	14605	10	5	0	0	1	116	110	110	100	2000	850	0	0	0	0	5	0	0	12	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	50	0	0	0	1.0	0	10	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2682	2682	S_PAWN	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	DEVIL,ZODIAC		0	crustacean_soldier2	0	122	92	61	30	185	226	14825	10	5	0	0	1	117	110	110	100	2000	100	0	0	0	0	3	0	3	15	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	50	0	0	0	1.0	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2683	2683	KNIGHT	MONSTER	MELEE	1	110		BERSERK,STONESKIN,DEATHBLOW	0	DEVIL,ZODIAC		0	crustacean_officer	0	93	124	62	31	166	249	37609	10	5	0	0	1	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	50	0	0	0	1.0	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2684	2684	S_KNIGHT	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	DEVIL,ZODIAC		0	crustacean_general	0	126	63	126	31	169	254	77407	10	5	0	0	1	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	50	0	0	0	2.0	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2685	2685	PAWN	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	ORC,ZODIAC		0	giant_soldier	0	125	62	125	31	189	231	7631	10	5	0	0	1	100	110	110	100	2000	100	0	0	0	0	0	0	0	10	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	5	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2686	2686	S_PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	ORC,ZODIAC		0	giant_soldier2	0	126	63	126	31	190	233	15481	10	5	0	0	1	121	110	110	100	2000	100	0	0	0	0	5	0	0	12	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	10	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2687	2687	S_PAWN	MONSTER	MAGIC	1	90		BERSERK,STONESKIN,FALL	0	ORC,ZODIAC		0	giant_magic	0	64	128	64	32	194	237	15919	10	5	0	0	1	123	110	110	100	2000	850	0	0	0	0	3	0	3	15	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2688	2688	KNIGHT	MONSTER	MELEE	1	100		BERSERK,STONESKIN,DEATHBLOW	0	ORC,ZODIAC		0	giant_officer	0	130	65	130	32	174	261	40348	10	5	0	0	1	145	110	110	100	2000	175	0	0	0	0	0	10	10	16	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2689	2689	PAWN	MONSTER	MELEE	1	110		BERSERK,STONESKIN,FALL	0	ANIMAL,ZODIAC		0	ogre_soldier	0	62	93	124	31	187	228	7521	10	5	0	0	1	99	110	110	100	2000	175	0	0	0	0	0	0	0	10	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	5	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2690	2690	S_PAWN	MONSTER	RANGE	1	90		BERSERK,STONESKIN,FALL	0	ANIMAL,ZODIAC		0	ogre_bow	0	62	125	62	31	189	231	15263	10	5	0	0	1	120	110	110	100	2000	850	0	0	0	0	5	0	0	12	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	10	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2691	2691	S_PAWN	MONSTER	MELEE	1	100		BERSERK,STONESKIN,FALL	0	ANIMAL,ZODIAC		0	ogre_officer	0	63	94	126	31	190	233	15481	10	5	0	0	1	121	110	110	100	2000	175	0	0	0	0	3	0	3	15	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2692	2692	KNIGHT	MONSTER	MAGIC	1	110		BERSERK,STONESKIN,FALL	0	ANIMAL,ZODIAC		0	ogre_magic	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	850	0	0	0	0	0	5	10	16	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700	2700	KNIGHT	MONSTER	MELEE	1	80		BERSERK,STONESKIN,FALL	0	ZODIAC		0	cz_wolf	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2701	2701	S_PAWN	MONSTER	MELEE	1	90		BERSERK,STONESKIN,FALL	0	ZODIAC		0	cz_wolf	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	30	0	0	50	0	0	0	0	0	0	0	50	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
