Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
5146	5146	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	975000	5147	133	15	LEVEL	58	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	51	50	3	0
5147	5147	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1320000	5148	134	15	LEVEL	58	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	63	65	3	0
5148	5148	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1845000	5149	135	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	76	80	3	0
5149	5149	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2770000	7039	0	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	90	100	3	0
5150	5150	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	360000	5151	127	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	77	91	129	0	0	3	0
5151	5151	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	395000	5152	128	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	44	76	91	129	8	0	3	0
5152	5152	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	435000	5153	129	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	40	74	91	129	17	0	3	0
5153	5153	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	500000	5154	130	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	39	73	91	129	27	0	3	0
5154	5154	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	600000	5155	131	15	LEVEL	56	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	37	72	91	129	38	30	3	0
5155	5155	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	750000	5156	132	15	LEVEL	56	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	33	70	91	129	50	40	3	0
5156	5156	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	975000	5157	133	15	LEVEL	58	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	26	67	91	129	63	50	3	0
5157	5157	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1320000	5158	134	15	LEVEL	58	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	16	61	91	129	77	65	3	0
5158	5158	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1845000	5159	135	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	-1	53	91	129	102	80	3	0
5159	5159	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2770000	0	0	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	-25	41	91	129	137	100	3	0
5160	5160	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	222500	5161	390	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	344	354	346	382	0	0	4	-1
5161	5161	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	230000	5162	391	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_ATTBONUS_MONSTER	11	APPLY_NONE	0	APPLY_NONE	0	0	344	354	346	382	18	0	4	-1
5162	5162	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	267500	5163	392	15	LEVEL	106	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_ATTBONUS_MONSTER	12	APPLY_NONE	0	APPLY_NONE	0	0	344	354	346	382	36	0	4	-1
5163	5163	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	5164	393	15	LEVEL	108	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_ATTBONUS_MONSTER	13	APPLY_NONE	0	APPLY_NONE	0	0	344	354	346	382	45	0	4	-1
5164	5164	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	550000	5165	394	15	LEVEL	110	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_ATTBONUS_MONSTER	14	APPLY_NONE	0	APPLY_NONE	0	0	344	354	346	382	56	30	4	-1
5165	5165	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	700000	5166	395	15	LEVEL	112	LIMIT_NONE	0	APPLY_ATT_SPEED	23	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	APPLY_NONE	0	0	344	354	346	382	68	40	4	-1
5166	5166	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	710000	5167	396	15	LEVEL	114	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_ATTBONUS_MONSTER	16	APPLY_NONE	0	APPLY_NONE	0	0	344	354	346	382	98	50	4	-1
5167	5167	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	720000	5168	397	15	LEVEL	116	LIMIT_NONE	0	APPLY_ATT_SPEED	25	APPLY_ATTBONUS_MONSTER	17	APPLY_NONE	0	APPLY_NONE	0	0	344	354	346	382	140	65	4	-1
5168	5168	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	740000	5169	398	15	LEVEL	118	LIMIT_NONE	0	APPLY_ATT_SPEED	26	APPLY_ATTBONUS_MONSTER	18	APPLY_NONE	0	APPLY_NONE	0	0	344	354	346	382	195	80	4	-1
5169	5169	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	0	0	15	LEVEL	120	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	0	344	354	346	382	240	100	4	-1
5170	5170	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	222500	5171	571	15	CONQUEROR_LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	30	APPLY_RESIST_BELL_REDUCTION	10	APPLY_POISON_PCT	1	0	580	615	515	525	0	0	5	0
5171	5171	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	230000	5172	572	15	CONQUEROR_LEVEL	11	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	31	APPLY_RESIST_BELL_REDUCTION	11	APPLY_POISON_PCT	1	0	580	615	515	525	9	0	5	0
5172	5172	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	267500	5173	573	15	CONQUEROR_LEVEL	12	LIMIT_NONE	0	APPLY_ATT_SPEED	16	APPLY_ATTBONUS_HUMAN	32	APPLY_RESIST_BELL_REDUCTION	12	APPLY_POISON_PCT	2	0	580	615	515	525	12	0	5	0
5173	5173	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	5174	574	15	CONQUEROR_LEVEL	13	LIMIT_NONE	0	APPLY_ATT_SPEED	16	APPLY_ATTBONUS_HUMAN	33	APPLY_RESIST_BELL_REDUCTION	13	APPLY_POISON_PCT	3	0	580	615	515	525	19	0	5	0
5174	5174	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	550000	5175	575	15	CONQUEROR_LEVEL	14	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_ATTBONUS_HUMAN	34	APPLY_RESIST_BELL_REDUCTION	14	APPLY_POISON_PCT	4	0	580	615	515	525	29	30	5	0
5175	5175	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	700000	5176	576	15	CONQUEROR_LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_ATTBONUS_HUMAN	35	APPLY_RESIST_BELL_REDUCTION	15	APPLY_POISON_PCT	5	0	580	615	515	525	45	40	5	0
5176	5176	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	710000	5177	577	15	CONQUEROR_LEVEL	16	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_ATTBONUS_HUMAN	36	APPLY_RESIST_BELL_REDUCTION	16	APPLY_POISON_PCT	6	0	580	615	515	525	66	50	5	0
5177	5177	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	720000	5178	578	15	CONQUEROR_LEVEL	17	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_ATTBONUS_HUMAN	37	APPLY_RESIST_BELL_REDUCTION	17	APPLY_POISON_PCT	7	0	580	615	515	525	99	65	5	0
5178	5178	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	740000	5179	579	15	CONQUEROR_LEVEL	18	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_ATTBONUS_HUMAN	38	APPLY_RESIST_BELL_REDUCTION	18	APPLY_POISON_PCT	8	0	580	615	515	525	130	80	5	0
5179	5179	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5180	580	15	CONQUEROR_LEVEL	19	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_ATTBONUS_HUMAN	39	APPLY_RESIST_BELL_REDUCTION	19	APPLY_POISON_PCT	9	0	580	615	515	525	219	100	5	0
5180	5180	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5181	581	15	CONQUEROR_LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_ATTBONUS_HUMAN	40	APPLY_RESIST_BELL_REDUCTION	20	APPLY_POISON_PCT	10	0	580	615	515	525	242	100	5	0
5181	5181	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5182	582	15	CONQUEROR_LEVEL	21	LIMIT_NONE	0	APPLY_ATT_SPEED	23	APPLY_ATTBONUS_HUMAN	41	APPLY_RESIST_BELL_REDUCTION	21	APPLY_POISON_PCT	11	0	580	615	515	525	255	100	5	0
5182	5182	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5183	583	15	CONQUEROR_LEVEL	22	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_ATTBONUS_HUMAN	42	APPLY_RESIST_BELL_REDUCTION	22	APPLY_POISON_PCT	12	0	580	615	515	525	269	100	5	0
5183	5183	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5184	584	15	CONQUEROR_LEVEL	23	LIMIT_NONE	0	APPLY_ATT_SPEED	25	APPLY_ATTBONUS_HUMAN	43	APPLY_RESIST_BELL_REDUCTION	23	APPLY_POISON_PCT	13	0	580	615	515	525	283	100	5	0
5184	5184	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5185	585	15	CONQUEROR_LEVEL	24	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_ATTBONUS_HUMAN	44	APPLY_RESIST_BELL_REDUCTION	24	APPLY_POISON_PCT	14	0	580	615	515	525	298	100	5	0
5185	5185	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVE	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	0	0	15	CONQUEROR_LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	30	APPLY_ATTBONUS_HUMAN	45	APPLY_RESIST_BELL_REDUCTION	25	APPLY_POISON_PCT	15	0	580	615	515	525	335	100	5	0
5200	5200	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	222500	5201	720	15	CONQUEROR_LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	0	0	5	-1
5201	5201	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	230000	5202	721	15	CONQUEROR_LEVEL	11	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_ATTBONUS_MONSTER	21	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	15	0	5	-1
5202	5202	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	267500	5203	722	15	CONQUEROR_LEVEL	12	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_ATTBONUS_MONSTER	22	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	19	0	5	-1
5203	5203	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	5204	723	15	CONQUEROR_LEVEL	13	LIMIT_NONE	0	APPLY_ATT_SPEED	23	APPLY_ATTBONUS_MONSTER	23	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	28	0	5	-1
5204	5204	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	550000	5205	724	15	CONQUEROR_LEVEL	14	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_ATTBONUS_MONSTER	24	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	39	30	5	-1
5205	5205	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	700000	5206	725	15	CONQUEROR_LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	25	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	61	40	5	-1
5206	5206	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	710000	5207	726	15	CONQUEROR_LEVEL	16	LIMIT_NONE	0	APPLY_ATT_SPEED	26	APPLY_ATTBONUS_MONSTER	26	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	89	50	5	-1
5207	5207	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	720000	5208	727	15	CONQUEROR_LEVEL	17	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_ATTBONUS_MONSTER	27	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	132	65	5	-1
5208	5208	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	740000	5209	728	15	CONQUEROR_LEVEL	18	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_ATTBONUS_MONSTER	28	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	172	80	5	-1
5209	5209	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5210	729	15	CONQUEROR_LEVEL	19	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_ATTBONUS_MONSTER	29	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	288	100	5	-1
5210	5210	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5211	730	15	CONQUEROR_LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	30	APPLY_ATTBONUS_MONSTER	30	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	318	100	5	-1
5211	5211	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5212	731	15	CONQUEROR_LEVEL	21	LIMIT_NONE	0	APPLY_ATT_SPEED	31	APPLY_ATTBONUS_MONSTER	31	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	335	100	5	-1
5212	5212	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5213	732	15	CONQUEROR_LEVEL	22	LIMIT_NONE	0	APPLY_ATT_SPEED	32	APPLY_ATTBONUS_MONSTER	32	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	353	100	5	-1
5213	5213	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5214	733	15	CONQUEROR_LEVEL	23	LIMIT_NONE	0	APPLY_ATT_SPEED	33	APPLY_ATTBONUS_MONSTER	33	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	373	100	5	-1
5214	5214	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	5215	734	15	CONQUEROR_LEVEL	24	LIMIT_NONE	0	APPLY_ATT_SPEED	34	APPLY_ATTBONUS_MONSTER	34	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	390	100	5	-1
5215	5215	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN | ANTI_PVP	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	760000	0	0	15	CONQUEROR_LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	35	APPLY_ATTBONUS_MONSTER	35	APPLY_NONE	0	APPLY_NONE	0	0	584	594	586	622	438	100	5	-1
5216	5216	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
5330	5330	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	120000	5331	765	15	LEVEL	80	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_ATTBONUS_HUMAN	2	APPLY_NONE	0	APPLY_NONE	0	0	60	70	70	100	100	0	3	0
5331	5331	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	130000	5332	766	15	LEVEL	80	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_ATTBONUS_HUMAN	2	APPLY_NONE	0	APPLY_NONE	0	0	52	62	62	92	110	0	3	0
5332	5332	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	145000	5333	767	15	LEVEL	82	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_ATTBONUS_HUMAN	3	APPLY_NONE	0	APPLY_NONE	0	0	54	64	66	96	110	0	3	0
5333	5333	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	165000	5334	768	15	LEVEL	82	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_ATTBONUS_HUMAN	4	APPLY_NONE	0	APPLY_NONE	0	0	47	57	64	93	120	0	3	0
5334	5334	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	190000	5335	769	15	LEVEL	84	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_ATTBONUS_HUMAN	5	APPLY_NONE	0	APPLY_NONE	0	0	40	50	64	93	130	30	3	0
